"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SLC4A3",3.24964826830087e-74,0.465019399110044,0.059,0.131,8.47735743751649e-70
"ZC3H18",3.29646164598681e-74,0.283938211356868,0.084,0.164,8.59947949588579e-70
"NPTXR",3.33506674419061e-74,0.527269448925859,0.069,0.145,8.70018861557005e-70
"TMEM170A",4.03140557881626e-74,0.463258803349854,0.066,0.14,1.0516727733458e-69
"U2AF2",4.85641503004626e-74,0.38763999504074,0.063,0.136,1.26689298888817e-69
"ARMH3",6.90552550569214e-74,-0.37976124790001,0.076,0.15,1.80144443866991e-69
"SLC20A1",9.02937527217153e-74,0.542337573065668,0.114,0.21,2.35549312725139e-69
"PSMA7",9.45680111920745e-74,0.449406627137666,0.358,0.602,2.46699570796765e-69
"PEX5",1.0068584571609e-73,0.27609640641402,0.055,0.124,2.62659165719564e-69
"IMP4",1.0721200342535e-73,0.686471488626034,0.055,0.125,2.7968395333571e-69
"COMMD10",1.91151146905884e-73,-0.337915758766876,0.05,0.114,4.98655996933379e-69
"RAB22A",1.96693415675733e-73,0.629986587381084,0.094,0.181,5.13114113473286e-69
"GRK2",2.12741185506453e-73,0.258534774329186,0.049,0.115,5.54977930630683e-69
"CAMK1",2.66504348299171e-73,0.361710979224428,0.041,0.102,6.95229893408048e-69
"NUDT15",2.73650710898676e-73,0.56934677814946,0.045,0.109,7.13872609521376e-69
"AKAP1",3.41801709285067e-73,0.555265576987585,0.049,0.115,8.91658119011955e-69
"ZNF12",3.46645443172456e-73,0.308433143565001,0.069,0.144,9.04293967603986e-69
"PLXNA1",4.27581202234521e-73,0.288653513446433,0.068,0.142,1.11543108226919e-68
"GOLPH3",4.41478972112497e-73,0.583888690849457,0.131,0.232,1.15168619454987e-68
"RPS20",5.26505143569812e-73,0.784720792406768,0.214,0.368,1.37349396803057e-68
"NECAB2",5.55165001568844e-73,0.465061997093814,0.044,0.107,1.44825893959264e-68
"POLR3B",6.37910677709156e-73,-0.418806661112128,0.042,0.103,1.66411758493987e-68
"FMR1",7.33705170879376e-73,0.287390154945618,0.065,0.138,1.91401667927303e-68
"CROCC",8.26833988937615e-73,-0.383667297947085,0.041,0.1,2.15696182694156e-68
"IFT140",9.12984912741483e-73,-0.426240210378145,0.041,0.1,2.38170374186871e-68
"PAK1IP1",1.55979894448852e-72,0.525641209231064,0.053,0.121,4.0690475064872e-68
"USP7",1.92321080991366e-72,0.404477184291606,0.1,0.187,5.01708003982178e-68
"TACC1",2.29636959941795e-72,0.387463227065166,0.104,0.191,5.99053937400162e-68
"DTX4",2.33724121100457e-72,0.639460862422634,0.105,0.196,6.09716114714762e-68
"TAB2",2.66448406977755e-72,0.317121329351632,0.128,0.224,6.95083959282869e-68
"HABP4",3.38275563276515e-72,0.610779832945576,0.119,0.215,8.82459461919445e-68
"GNB2",4.21721044028362e-72,0.554935582068714,0.314,0.533,1.10014368755679e-67
"AMOTL2",4.38474800388942e-72,0.577277314731841,0.065,0.138,1.14384921177463e-67
"TNPO2",5.201163904623e-72,0.505191292316914,0.082,0.163,1.356827627799e-67
"RUBCN",5.88752830180781e-72,0.508090647396965,0.104,0.192,1.5358795080926e-67
"EIF3B",6.2170861632586e-72,0.310290804122013,0.098,0.184,1.62185126740927e-67
"DKC1",6.81719951614452e-72,0.258621143449672,0.054,0.121,1.77840283777662e-67
"CHMP4B",8.36689126111728e-72,0.440055049296651,0.077,0.155,2.18267092328766e-67
"TUBG2",8.45013419473223e-72,0.348601912895154,0.076,0.152,2.2043865073798e-67
"ZNF641",8.54379402547701e-72,0.353881901651334,0.06,0.13,2.22881954742619e-67
"WNT4",8.62636893393392e-72,0.472512098567531,0.053,0.121,2.25036086379534e-67
"GTF3C4",9.03875736572115e-72,0.504233986796537,0.071,0.146,2.35794063399568e-67
"SYNGR1",9.46536089466623e-72,0.514582176086216,0.095,0.181,2.46922869659158e-67
"WIZ",9.48332144447271e-72,0.521347297100446,0.042,0.104,2.4739140652196e-67
"PANK2",1.1519162180877e-71,0.455764347443559,0.114,0.206,3.00500383812538e-67
"CCDC186",1.6318009670263e-71,0.566741034696894,0.096,0.182,4.25687918268151e-67
"CARMIL3",1.80703755506003e-71,-0.410598166385514,0.053,0.117,4.7140188698851e-67
"TRUB2",1.95666911495236e-71,0.316362057905736,0.042,0.102,5.10436272017621e-67
"DLG4",2.24280634852686e-71,0.844051148313545,0.172,0.3,5.85080892140202e-67
"LIMK1",3.0769265001886e-71,0.556544022031606,0.061,0.132,8.02677816104201e-67
"SAMHD1",3.08927529906182e-71,0.287583729133947,0.044,0.106,8.05899247266258e-67
"TSPOAP1",3.68971182047792e-71,-0.31863456884593,0.05,0.113,9.62535122608076e-67
"SP3",5.54773539549904e-71,0.252359795203088,0.093,0.175,1.44723773262383e-66
"RNF141",6.06534472869805e-71,0.404980416361903,0.045,0.108,1.58226647937546e-66
"SART3",9.24085639957144e-71,0.28650480537543,0.072,0.146,2.4106622089562e-66
"SLC9A7",1.00177928770359e-70,0.383180029044224,0.128,0.223,2.61334162783236e-66
"TIMM22",1.04380418764261e-70,0.259900727084631,0.044,0.105,2.72297198430327e-66
"TXNIP",1.06189116352811e-70,0.580700472362877,0.115,0.21,2.77015547829579e-66
"NAB2",1.20107328277853e-70,0.267271239503391,0.043,0.104,3.13323987278434e-66
"CALU",1.36347141478987e-70,0.382833697447293,0.082,0.16,3.55688787976235e-66
"PES1",1.43694937863277e-70,0.399970232495806,0.047,0.11,3.7485698440393e-66
"NDFIP2",1.89320733943998e-70,0.486973464230281,0.07,0.144,4.93880998639707e-66
"MT-ND6",2.12974947020857e-70,0.315367680644084,0.337,0.563,5.55587744293311e-66
"WDR74",3.36428793162611e-70,0.341495358586355,0.048,0.112,8.77641792723304e-66
"FAM161B",3.37945770918265e-70,0.264395108884445,0.053,0.118,8.81599132594479e-66
"HSPH1",3.75115816048211e-70,0.837366516552027,0.272,0.465,9.78564629324968e-66
"CAMLG",3.80262909464339e-70,0.919368495418281,0.202,0.347,9.9199185191962e-66
"IGLON5",3.9304114898369e-70,0.745479792980907,0.093,0.179,1.02532644535375e-65
"TUB",4.00857560308319e-70,0.391710734937415,0.083,0.161,1.04571711757631e-65
"GNL3",5.31205410787548e-70,0.480031445544907,0.095,0.179,1.38575555512148e-65
"CHD5",6.20805499896287e-70,0.407214781794439,0.1,0.185,1.61949530757945e-65
"UBE4A",7.01455270962126e-70,0.393565876755097,0.076,0.151,1.8298863653589e-65
"ADK",1.14447924218017e-69,0.4981586727353,0.163,0.28,2.9856029990754e-65
"AC092835.1",1.28061991974368e-69,-0.440388913003809,0.047,0.107,3.34075318463534e-65
"TMEM43",1.35482287950741e-69,0.295377620106163,0.063,0.133,3.53432644577099e-65
"LACTB",1.40047890009851e-69,0.418096931368274,0.063,0.134,3.65342930668698e-65
"KLHL12",1.67881428897448e-69,0.321787780875763,0.043,0.104,4.37952283564773e-65
"SRPRB",1.88660380350569e-69,0.507055144489159,0.048,0.112,4.92158334220529e-65
"EXOSC6",1.8970912495112e-69,0.360330698846114,0.057,0.124,4.94894194259988e-65
"CCNC",2.87479762233684e-69,0.466436498398139,0.09,0.17,7.49948455739011e-65
"SLAIN2",3.00556891879157e-69,0.593840961818709,0.141,0.244,7.84062763845157e-65
"KIAA0100",3.25770379502512e-69,0.299820533185776,0.085,0.163,8.49837189008204e-65
"AHCTF1",3.55164170633887e-69,0.293056949494922,0.107,0.192,9.26516771932621e-65
"MAPKBP1",4.79215900733775e-69,-0.369142313599447,0.072,0.141,1.2501305202442e-64
"AC118549.1",5.55478567925994e-69,0.303325636337832,0.117,0.207,1.44907694014854e-64
"DYRK2",6.45411603718045e-69,0.63698348176849,0.08,0.158,1.68368525061926e-64
"RANBP2",6.59098738419528e-69,0.554181943061362,0.165,0.28,1.71939087891502e-64
"SMAD4",8.08422066444977e-69,0.403461413020615,0.111,0.199,2.10893064473501e-64
"DCAF13",1.18047115334311e-68,0.326019514600224,0.046,0.108,3.07949509772617e-64
"KIAA0930",1.36981555368492e-68,0.467237636350016,0.076,0.151,3.57343783489786e-64
"UBQLN1",1.5303653422128e-68,0.72991090681583,0.231,0.382,3.99226406823054e-64
"YBX1",1.69515754976932e-68,0.608534108811194,0.719,0.851,4.42215750008323e-64
"PELO",1.70775673321146e-68,0.58277384030708,0.047,0.11,4.45502498992872e-64
"TET3",1.89882711226856e-68,0.285072846908139,0.103,0.187,4.953470287775e-64
"JUNB",2.58778811404663e-68,2.92627308067916,0.101,0.043,6.75076285311345e-64
"SURF6",3.03747136884829e-68,0.410639701124054,0.065,0.135,7.92385155991454e-64
"DERL2",3.19646882517466e-68,0.477653676386973,0.066,0.137,8.33862822423315e-64
"ECD",3.4988837426029e-68,0.287212669177522,0.098,0.181,9.12753801932819e-64
"KAT7",3.68445418649029e-68,0.326681419703028,0.082,0.159,9.61163563629723e-64
"ANXA6",3.99713852845671e-68,-0.450937950376375,0.063,0.129,1.0427335279185e-63
"SPPL2B",4.14681601882279e-68,-0.25126953530128,0.045,0.104,1.0817798948303e-63
"MPC1",5.04590173887963e-68,0.723720768514444,0.113,0.205,1.31632438662153e-63
"BCR",6.88116555265209e-68,0.257145092250839,0.091,0.171,1.79508965772035e-63
"NRAS",7.10755033820449e-68,0.526780627189709,0.063,0.134,1.85414665672741e-63
"MAP3K2",8.28674713311007e-68,0.463104210445513,0.145,0.247,2.16176372461442e-63
"OTUD5",9.31720628919843e-68,0.277932599348956,0.058,0.125,2.4305796046632e-63
"MPHOSPH9",1.03823609222246e-67,-0.331212790308161,0.052,0.113,2.70844649378072e-63
"RALGAPB",1.12965898955452e-67,0.299717927787417,0.112,0.199,2.94694140605087e-63
"EIF4A1",1.39268254370132e-67,0.450542444046514,0.369,0.615,3.63309095175363e-63
"FAM185A",1.96512034582743e-67,-0.2896257116081,0.044,0.103,5.12640944616001e-63
"ZNF625",2.06136480303194e-67,-0.339523682082944,0.06,0.125,5.37748236166943e-63
"CERS4",2.06233101794439e-67,0.296397205592024,0.081,0.156,5.38000292651154e-63
"CDC42BPB",2.27679598254907e-67,0.479893484033913,0.145,0.246,5.93947767967577e-63
"CEPT1",4.18643688710471e-67,-0.276652142240565,0.054,0.117,1.09211579073901e-62
"DGKZ",4.65171824597041e-67,0.497834550052412,0.087,0.165,1.2134937388263e-62
"TMEM222",5.35966050386246e-67,0.360426737986621,0.076,0.149,1.3981746356426e-62
"TOPBP1",6.88505379178041e-67,0.367125162904173,0.073,0.145,1.79610398266176e-62
"VMP1",9.05607102664816e-67,0.451882389169438,0.138,0.235,2.36245724872171e-62
"EIF4B",1.21349926028696e-66,0.782195224414196,0.262,0.435,3.1656555203106e-62
"SOCS5",1.4127467848224e-66,0.400883880127306,0.06,0.127,3.68543253756618e-62
"ATG4D",1.53002122605594e-66,0.321304355250243,0.045,0.104,3.99136637241214e-62
"PAQR3",1.99841752067471e-66,0.525321070889083,0.131,0.226,5.21327178618413e-62
"YY1AP1",2.25806368261542e-66,0.431829002347713,0.105,0.189,5.89061072883885e-62
"EP300",3.36290932363443e-66,0.344783226972946,0.125,0.216,8.77282155256514e-62
"TMEM65",4.33156241451061e-66,0.72909626905248,0.151,0.26,1.12997468707338e-61
"DDX49",4.41414135773337e-66,0.632902033261455,0.066,0.136,1.1515170559919e-61
"TNPO3",9.74388083612033e-66,0.379718205252578,0.13,0.223,2.54188619371871e-61
"DLST",1.02556990586676e-65,0.267514813239894,0.09,0.167,2.67540421343462e-61
"ZNF205",1.09367516774935e-65,0.530750761606591,0.047,0.108,2.85307041010772e-61
"GOLGA5",1.31303157628097e-65,0.407391548136806,0.057,0.123,3.42530547304417e-61
"MINK1",1.45914912806538e-65,-0.279655859836565,0.063,0.127,3.80648233038416e-61
"PRPF38A",2.84228105811296e-65,0.411911807486001,0.073,0.145,7.41465859629927e-61
"MOB1B",2.88267711509827e-65,0.272909980871167,0.109,0.193,7.52003979015686e-61
"EEF1B2",2.99096018565146e-65,0.614182027671036,0.315,0.532,7.80251783630897e-61
"PCSK7",3.17011711563265e-65,-0.295310883007843,0.054,0.115,8.2698845195509e-61
"FAM104A",3.32212160357253e-65,0.284494601901623,0.046,0.105,8.66641862723966e-61
"SYNJ1",3.33910320898997e-65,0.283613250662875,0.109,0.193,8.71071854129212e-61
"MARK4",4.00772396484379e-65,0.633503644243719,0.134,0.231,1.0454949507088e-60
"CAPN2",4.40276055075133e-65,0.355403070024695,0.056,0.121,1.1485481448745e-60
"POLDIP3",5.92596387719257e-65,0.577112301897417,0.093,0.173,1.54590619664323e-60
"LARP6",6.49300177465505e-65,0.56658933623022,0.053,0.117,1.69382937295426e-60
"TPD52L2",6.97710958614107e-65,0.474544242363725,0.088,0.165,1.82011857773662e-60
"UTP23",7.58156956230751e-65,0.473657845220125,0.106,0.189,1.97780405171916e-60
"DDX39A",7.72452638586809e-65,0.303144994514797,0.073,0.143,2.01509719828141e-60
"CWC22",1.32500352322467e-64,0.25050479465357,0.062,0.127,3.45653669103618e-60
"WDR25",1.64265461337495e-64,0.274673665970309,0.075,0.147,4.28519308991124e-60
"ETF1",1.8620211090818e-64,0.647265541700409,0.117,0.208,4.85745446726169e-60
"DCP1A",2.33814689181405e-64,0.384672456088122,0.12,0.207,6.09952379667532e-60
"MRPL1",2.65509170886531e-64,0.535240322897473,0.063,0.13,6.92633774091694e-60
"SLC2A3",2.74195806060948e-64,0.630117189326909,0.122,0.216,7.15294599271195e-60
"RIMBP2",2.8143029101468e-64,0.298015085454736,0.141,0.238,7.34167200169996e-60
"METRNL",2.97869271902722e-64,0.493086664197785,0.042,0.1,7.7705156961263e-60
"SLU7",3.53622743642649e-64,0.569369524351886,0.067,0.137,9.22495651340579e-60
"TPM4",3.75167694595599e-64,0.804541160440019,0.256,0.42,9.78699964891539e-60
"CCNG1",4.02824506674055e-64,0.859195291501297,0.11,0.2,1.05084829056061e-59
"ZMPSTE24",4.60631516746108e-64,0.256968328347895,0.047,0.106,1.20164943773557e-59
"DDX23",5.48822637379815e-64,0.358678391905235,0.052,0.114,1.43171361413272e-59
"DDX27",5.6302623668004e-64,0.284061436337888,0.057,0.121,1.46876654362722e-59
"DDX19B",5.82990499501444e-64,0.439003717049985,0.062,0.128,1.52084731604942e-59
"CBLL1",6.41267723692479e-64,0.373775498390635,0.068,0.137,1.67287511079657e-59
"DLG5",8.27124642215156e-64,0.4189515704038,0.108,0.192,2.15772005414668e-59
"SLC49A4",8.29655931043131e-64,-0.363347259135554,0.047,0.104,2.16432342731222e-59
"RPP30",9.25703444079814e-64,0.321217406959675,0.054,0.116,2.41488257457101e-59
"NKRF",1.28867765438963e-63,0.430895609468109,0.068,0.136,3.36177339700624e-59
"HIBADH",1.37417529224174e-63,-0.371929227784809,0.045,0.101,3.58481108487103e-59
"KARS",1.59031043315481e-63,0.800156300926192,0.075,0.149,4.14864282697095e-59
"MCRIP2",1.66849768914657e-63,0.923942831290691,0.055,0.12,4.35260992167664e-59
"NGDN",1.76205832148284e-63,0.555621456280467,0.085,0.162,4.59668154325228e-59
"KIF21B",1.97522250628477e-63,0.744023121300007,0.305,0.497,5.15276295214509e-59
"KIRREL1",2.22892580387432e-63,-0.318270024996946,0.052,0.111,5.81459874456695e-59
"TMEM33",2.27499869914148e-63,0.521614370076635,0.093,0.172,5.93478910645038e-59
"SS18L1",2.75392899837917e-63,0.474139497799434,0.097,0.178,7.18417457807175e-59
"CEBPG",2.89706755656698e-63,0.757917410553566,0.13,0.227,7.55758013481627e-59
"RPL27",3.5568535002432e-63,0.34991645856175,0.361,0.603,9.27876372608443e-59
"RAC1",5.12366499981403e-63,0.502365381789932,0.361,0.598,1.33661048850149e-58
"LPCAT1",6.12370180432016e-63,0.403603579647471,0.077,0.149,1.597490089693e-58
"FAM126B",6.9129440643681e-63,0.368886877472354,0.12,0.207,1.80337971807171e-58
"CD63",1.352169105931e-62,0.673817388337858,0.291,0.488,3.52740354664221e-58
"FAM219A",1.78250343983961e-62,0.64895557233405,0.162,0.269,4.65001672350958e-58
"CHIC2",1.88868227353673e-62,0.394395046335935,0.109,0.191,4.92700544697526e-58
"TOPORS",1.93509512771386e-62,0.480106507314312,0.057,0.12,5.04808265966714e-58
"RAB35",2.04985606259619e-62,0.641545124690252,0.076,0.149,5.34745951049467e-58
"ARL5B",2.11729452704391e-62,0.726741690724471,0.112,0.2,5.52338623269944e-58
"RBM33",2.28472977533973e-62,0.544536320216721,0.162,0.267,5.96017456492876e-58
"PXK",2.67610769963331e-62,0.357628683427138,0.108,0.19,6.98116215603342e-58
"ZPR1",2.9925978029914e-62,0.762053523081458,0.083,0.159,7.80678988866368e-58
"MRTFA",3.55828579025228e-62,0.413406016395414,0.177,0.292,9.28250014103111e-58
"PGRMC2",3.90528702256907e-62,0.556951452523904,0.075,0.147,1.01877222557759e-57
"RPL9",4.69287903318839e-62,0.904658219843802,0.567,0.674,1.22423135338786e-57
"NADK2",4.80270852185635e-62,0.310470884786552,0.084,0.157,1.25288257209667e-57
"AMD1",4.87927075714014e-62,0.651318144153656,0.092,0.17,1.27285536241515e-57
"SLC38A6",7.46197860931218e-62,-0.404724698516588,0.059,0.12,1.94660635981127e-57
"EXT1",1.14945017483459e-61,0.55777588939135,0.179,0.3,2.99857067109099e-57
"PDK3",1.28595095520226e-61,0.266012637966033,0.089,0.162,3.35466025683612e-57
"NUP50",1.32631366783273e-61,0.562901522675532,0.086,0.162,3.45995446527525e-57
"MYO9B",1.41591294049534e-61,-0.327931494314255,0.061,0.123,3.69369208787019e-57
"ZNF235",1.47411724374714e-61,-0.473021546949576,0.047,0.103,3.84552965376317e-57
"SEC22A",1.55382170256179e-61,-0.310788656782994,0.045,0.1,4.05345467547294e-57
"POMK",2.64677243466462e-61,0.3605458951729,0.081,0.154,6.90463525030959e-57
"YTHDF1",2.77181602790163e-61,0.672001433095066,0.104,0.187,7.23083647198698e-57
"PARG",3.07797166915566e-61,0.259419004252228,0.078,0.147,8.02950469332636e-57
"SH3BGRL3",3.70002786023602e-61,0.826507169431352,0.217,0.369,9.65226267899771e-57
"INSIG2",4.71132660179242e-61,0.297822757262716,0.071,0.139,1.22904377060959e-56
"SIKE1",5.12274216137449e-61,0.733019294861977,0.088,0.165,1.33636974763776e-56
"THUMPD1",6.94020539779598e-61,0.719673333491309,0.072,0.142,1.81049138212304e-56
"TLK1",8.56325408521602e-61,0.270990793818657,0.086,0.159,2.2338960932103e-56
"POM121",9.80018577982704e-61,0.606277328915076,0.145,0.243,2.55657446438348e-56
"CACNB1",1.11507707774893e-60,0.604729705340237,0.081,0.154,2.90890157272364e-56
"TBC1D10B",1.28318583914466e-60,0.721172764196811,0.078,0.15,3.34744689857667e-56
"ORC3",1.28871985845136e-60,0.332794025744694,0.073,0.141,3.36188349474205e-56
"CDK9",1.63097106720514e-60,0.511852893943518,0.06,0.123,4.25471422301804e-56
"TMEM198",1.73703185480659e-60,0.385409230175248,0.044,0.1,4.53139499963396e-56
"COG3",2.04551963747705e-60,0.361074535337518,0.109,0.19,5.33614707828637e-56
"ATP1B1",2.2077840213242e-60,0.924802031293137,0.569,0.716,5.75944617642844e-56
"PROSER1",2.28635151880901e-60,0.293829215464906,0.049,0.107,5.96440520711706e-56
"FBXL4",2.52424718091898e-60,-0.359019589716393,0.046,0.101,6.58500362086334e-56
"SURF4",3.04862178028537e-60,0.504656836638756,0.085,0.159,7.95293963823046e-56
"ZBTB25",3.54254985712386e-60,0.313526222130365,0.056,0.116,9.24144981227902e-56
"SEPTIN3",3.83092625431341e-60,0.708154025273855,0.314,0.52,9.9937373196274e-56
"MED6",7.42120152496935e-60,0.263316884267814,0.088,0.161,1.93596884181875e-55
"MTMR3",7.98799097779027e-60,0.322921997450928,0.145,0.238,2.08382720637615e-55
"CCDC43",9.77312752344664e-60,0.449333759884032,0.058,0.12,2.54951577704153e-55
"CAB39",1.02650845747081e-59,0.759894926201357,0.191,0.312,2.67785261300411e-55
"NIPA1",1.05056216220215e-59,0.492567513553288,0.064,0.129,2.74060151253674e-55
"FAM20B",1.44097319368909e-59,0.360360722395083,0.06,0.123,3.75906677037674e-55
"NTMT1",1.60969543869122e-59,0.918010336869296,0.08,0.154,4.19921249091379e-55
"IP6K1",1.72342474944343e-59,0.459201016804761,0.135,0.227,4.49589814387308e-55
"MCAT",1.86736965130668e-59,0.355169753446025,0.044,0.1,4.87140720936373e-55
"RAB21",1.91083318983485e-59,0.67266255342656,0.131,0.224,4.98479054232217e-55
"GNS",2.1724223719604e-59,0.355931396518161,0.075,0.142,5.66719824173309e-55
"KCTD7",3.27598106654591e-59,0.568643011382994,0.113,0.195,8.54605180829831e-55
"INTS10",3.34645336726656e-59,0.486122536177557,0.094,0.17,8.72989289918828e-55
"PDE12",4.78386441623342e-59,0.50214107999861,0.067,0.132,1.24796671026281e-54
"CLPB",5.40596571597316e-59,0.320704252739346,0.051,0.109,1.41025427632592e-54
"RAD54L2",7.1383360140118e-59,0.382605068695817,0.088,0.16,1.86217771597526e-54
"ZNF559",8.39647079152966e-59,-0.404142283725778,0.05,0.106,2.19038733538634e-54
"APOOL",8.60543575249506e-59,0.344631635672085,0.049,0.107,2.24490002475339e-54
"SAMD8",8.62881755111192e-59,0.378916174474916,0.107,0.185,2.25099963455857e-54
"ZNF655",8.8215402852624e-59,0.343989067439107,0.086,0.158,2.3012752142164e-54
"VCPIP1",9.30042635597643e-59,0.351008757261082,0.06,0.122,2.42620222348357e-54
"JUND",9.77901917391617e-59,0.833652683857094,0.242,0.4,2.55105273189951e-54
"XPOT",1.18146245217531e-58,0.41215240501766,0.075,0.143,3.08208109898974e-54
"KCMF1",1.27254713700648e-58,0.772378578550729,0.15,0.249,3.31969371630881e-54
"GOLGA8B",1.30970657882715e-58,-0.369178041082209,0.07,0.132,3.41663155218639e-54
"M6PR",1.48599139436318e-58,0.49867367723615,0.074,0.143,3.87650575047523e-54
"SEH1L",1.5950506433924e-58,0.380944424208657,0.05,0.108,4.16100861341777e-54
"PPP1CB",1.69773023701079e-58,0.788194748281726,0.233,0.378,4.42886886929006e-54
"ABCE1",1.75103899639349e-58,0.557344079173626,0.105,0.184,4.5679354298917e-54
"TTC3",1.86789992173827e-58,0.516360734636262,0.685,0.9,4.87279052583862e-54
"UHRF1BP1L",2.07138971060727e-58,0.500549186736373,0.11,0.19,5.40363433806118e-54
"KHSRP",2.61645894437003e-58,0.597967288060983,0.075,0.143,6.82555644817811e-54
"BRPF3",2.6547056845324e-58,0.614155055393127,0.065,0.129,6.92533071923967e-54
"ELOA",2.97235049597632e-58,0.500366162275661,0.074,0.142,7.75397073885344e-54
"TMF1",3.21927306435763e-58,0.704005898893793,0.122,0.209,8.39811764298975e-54
"GSE1",4.21935895390212e-58,0.503338267864979,0.13,0.219,1.10070417030445e-53
"DUSP1",4.26315974108368e-58,0.764724242638526,0.073,0.142,1.1121304816565e-53
"SLC16A14",4.69007724418626e-58,0.565411554452019,0.125,0.212,1.22350045069087e-53
"RAB2B",5.39480227625912e-58,0.539771508478424,0.068,0.133,1.40734206980772e-53
"RBM7",5.42957913604323e-58,0.391135018076829,0.045,0.1,1.4164143092196e-53
"SLC25A13",5.70854228418604e-58,0.271761627748654,0.054,0.112,1.48918742567561e-53
"ARF6",9.07733691530668e-58,0.854109030435291,0.08,0.152,2.36800488109605e-53
"POLR2A",9.21920072365605e-58,0.786912580877657,0.169,0.28,2.40501289278015e-53
"ZCCHC7",1.27151962622194e-57,0.458226018434619,0.136,0.228,3.31701324892518e-53
"BAP1",1.4020355682059e-57,0.571371890513003,0.049,0.106,3.65749018677873e-53
"MIR181A1HG",1.59004595800829e-57,0.286758707198399,0.089,0.163,4.14795289065622e-53
"SOCS4",1.65829734893623e-57,0.48980448496033,0.071,0.137,4.32600029416995e-53
"FAM76B",1.7658147687028e-57,0.37918061417636,0.086,0.157,4.60648098711498e-53
"LTN1",2.27126354594075e-57,0.313046587714362,0.097,0.171,5.92504521229563e-53
"PPP6R3",2.53594997890608e-57,0.528625251321094,0.165,0.268,6.61553270997228e-53
"RABL2B",2.92496484883587e-57,0.290705855963368,0.047,0.102,7.63035580115814e-53
"RANGAP1",3.25517834320706e-57,0.565507745743281,0.063,0.126,8.49178374392427e-53
"RPS8",3.61845785032138e-57,0.527786429101106,0.753,0.857,9.43947099413339e-53
"MED8",3.92922255054213e-57,0.690680888653908,0.064,0.128,1.02501628675992e-52
"FAM8A1",3.94862143825403e-57,0.535982426415196,0.091,0.166,1.03007687459733e-52
"RIPOR1",4.57025392369182e-57,0.832040943900406,0.111,0.194,1.19224214107349e-52
"SAMM50",4.79873571814536e-57,0.577219491884323,0.058,0.119,1.25184618679258e-52
"CDC37L1",4.93394259637147e-57,0.758159216805934,0.081,0.152,1.28711760511543e-52
"AKTIP",4.95485504916518e-57,0.357982127873977,0.061,0.123,1.29257303667572e-52
"NUCKS1",5.51480298341689e-57,0.698282070671976,0.343,0.565,1.43864665428396e-52
"TRAPPC2B",5.58934771667641e-57,0.727047183967532,0.047,0.104,1.45809313884938e-52
"UNC5D",5.86674127367631e-57,0.41921560922859,0.253,0.407,1.53045679606394e-52
"CSRNP2",5.92198238733288e-57,0.747003953480504,0.093,0.168,1.54486754538353e-52
"CRKL",8.03699124879845e-57,0.573027553619177,0.087,0.16,2.09660990707405e-52
"SNRPB",1.04550312466277e-56,0.906486823310559,0.12,0.209,2.72740400130777e-52
"TRAF3IP1",2.21664490375887e-56,0.342545679483706,0.09,0.16,5.78256156043577e-52
"GSKIP",2.80671324345333e-56,0.561711610908543,0.065,0.127,7.32187283819671e-52
"NUS1",3.07715354628851e-56,0.499900835420829,0.12,0.202,8.02737045620284e-52
"TSR1",3.6555211704105e-56,0.391865653568414,0.066,0.129,9.53615807724987e-52
"TH",4.36097720352209e-56,0.429561158959109,0.115,0.198,1.13764812308281e-51
"RNF114",5.49592958723583e-56,0.710407990752271,0.101,0.179,1.43372315142221e-51
"KDM2A",6.46363699178967e-56,0.392586972734481,0.135,0.222,1.68616898204817e-51
"MAP2K7",6.71108605519247e-56,0.562559730223025,0.059,0.12,1.75072101921806e-51
"MFN2",7.42352231404258e-56,0.659218911296592,0.064,0.127,1.93657426606429e-51
"RAB6B",8.34048658197425e-56,0.785242706639367,0.298,0.481,2.17578273463962e-51
"PIP5K1A",1.24353679395813e-55,0.305235317612112,0.116,0.194,3.24401443439858e-51
"TSC22D2",1.44587003194566e-55,0.593811448006992,0.132,0.219,3.77184115233663e-51
"NMD3",1.57815180478877e-55,0.385888051723505,0.077,0.143,4.11692461315247e-51
"PSMB4",1.6589163870289e-55,0.997633068587442,0.161,0.271,4.3276151788423e-51
"BCL2L13",2.07171386527838e-55,0.33072258785423,0.064,0.124,5.40447996035171e-51
"BSCL2",3.21360811217106e-55,0.786860286619901,0.29,0.473,8.38333948222063e-51
"MTHFD1L",4.84584128995122e-55,0.358542111058365,0.106,0.183,1.26413461730958e-50
"NUDT21",5.09092116220257e-55,0.816558206141992,0.186,0.303,1.32806860358378e-50
"ABCB7",8.14918611289702e-55,-0.284356922615998,0.048,0.101,2.12587818127145e-50
"RBSN",8.25072309962056e-55,0.465326636440241,0.087,0.156,2.15236613499801e-50
"IPMK",1.45770329497545e-54,0.271144883980331,0.088,0.157,3.80271058560245e-50
"RPS4X",2.23856252388804e-54,0.512640349079745,0.732,0.829,5.83973805606673e-50
"UNC45A",2.5196187886742e-54,-0.428503599851909,0.057,0.113,6.57292953401439e-50
"LRIG2",2.64047720891935e-54,0.274941918156173,0.079,0.144,6.88821289490792e-50
"NUDT14",2.80739103644799e-54,0.891802008027674,0.051,0.109,7.32364099678186e-50
"LINC02762",3.0387527570991e-54,0.554780657036715,0.07,0.133,7.92719431744441e-50
